,artist,album_name,rating,album_link,genre,Unnamed: 0
156,['Kylie Minogue'],['Impossible Princess'],['7.6'],['https://pitchfork.com/reviews/albums/kylie-minogue-impossible-princess/'],['pop'],
157,['Núria Graham'],['Cyclamen'],['7.6'],['https://pitchfork.com/reviews/albums/nuria-graham-cyclamen/'],['pop'],
158,['PinkPantheress'],['Take Me Home EP'],['6.8'],['https://pitchfork.com/reviews/albums/pinkpantheress-take-me-home-ep/'],['pop'],
159,['Vigro Deep'],['My House My Rules'],['7.3'],['https://pitchfork.com/reviews/albums/vigro-deep-my-house-my-rules/'],['pop'],
160,['Keyshia Cole'],['The Way It Is'],['7.3'],['https://pitchfork.com/reviews/albums/keyisha-cole-the-way-it-is/'],['pop'],
161,['Frank Sinatra'],['Watertown'],['8.9'],['https://pitchfork.com/reviews/albums/frank-sinatra-watertown/'],['pop'],
162,['SZA'],['SOS'],['8.7'],['https://pitchfork.com/reviews/albums/sza-sos/'],['pop'],
163,['Mr Twin Sister'],['Upright and Even EP'],['7.5'],['https://pitchfork.com/reviews/albums/mr-twin-sister-upright-and-even-ep/'],['pop'],
164,['Benjamin Clementine'],['And I Have Been'],['7.5'],['https://pitchfork.com/reviews/albums/benjamin-clementine-and-i-have-been/'],['pop'],
165,['Rauw Alejandro'],['SATURNO'],['7.6'],['https://pitchfork.com/reviews/albums/rauw-alejandro-saturno/'],['pop'],
166,['Contour'],['Onwards!'],['8.0'],['https://pitchfork.com/reviews/albums/contour-onwards/'],['pop'],
167,['Christine and the Queens'],['Redcar les adorables étoiles (prologue)'],['6.2'],['https://pitchfork.com/reviews/albums/christine-and-the-queens-redcar-les-adorables-etoiles-prologue/'],['pop'],
168,['Fousheé'],['softCORE'],['6.8'],['https://pitchfork.com/reviews/albums/foushee-softcore/'],['pop'],
169,['Arima Ederra'],['An Orange Colored Day'],['7.4'],['https://pitchfork.com/reviews/albums/arima-ederra-an-orange-colored-day/'],['pop'],
170,['Laura Jean'],['Amateurs\xa0'],['7.1'],['https://pitchfork.com/reviews/albums/laura-jean-amateurs/'],['pop'],
171,['Dawn Richard'],['Pigments'],['8.3'],['https://pitchfork.com/reviews/albums/dawn-richard-spencer-zahn-pigments/'],['pop'],
172,['Sobs'],['Air Guitar'],['7.5'],['https://pitchfork.com/reviews/albums/sobs-air-guitar/'],['pop'],
173,['Hawa'],['Hadja Bangoura'],['7.4'],['https://pitchfork.com/reviews/albums/hawa-hadja-bangoura/'],['pop'],
174,['Okay Kaya'],['SAP'],['7.5'],['https://pitchfork.com/reviews/albums/okay-kaya-sap/'],['pop'],
175,['Coco & Clair Clair'],['Sexy'],['7.4'],['https://pitchfork.com/reviews/albums/coco-and-clair-clair-sexy/'],['pop'],
176,['Tove Lo'],['Dirt Femme'],['5.4'],['https://pitchfork.com/reviews/albums/tove-lo-dirt-femme/'],['pop'],
177,['iLe'],['Nacarile'],['7.6'],['https://pitchfork.com/reviews/albums/ile-nacarile/'],['pop'],
178,['Fred again..'],['Actual Life 3 (January 1 - September 9 2022)\xa0'],['5.9'],['https://pitchfork.com/reviews/albums/fred-again-actual-life-3-january-1-september-9-2022/'],['pop'],
